agent,model,runtime,task,run_id,category,reasoning
mini_swe_sdk,qwen3-coder-next,node,express-openapi-postgres,run_0,stuck_in_loop,"The agent repeatedly cycles through the same actions (kill server, drop/recreate DB or drop tables, restart server) without changing the underlying schema/migration logic, and keeps hitting the same DB error (missing users.token column) while also encountering EADDRINUSE. No progress is made toward fixing the root cause, indicating an unproductive retry loop."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-postgres,run_1,logic_error,"The server is running and endpoints respond, but article-related GETs consistently return 422 due to a PostgreSQL query parameter binding bug (""bind message supplies 3 parameters, but prepared statement requires 1""), indicating incorrect SQL/prepared-statement usage rather than missing routes or schema formatting."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-postgres,run_2,schema_format_error,"The server starts and the relevant article endpoints exist, but responses show type/shape mismatches (e.g., `favoritesCount` returned as a string in list responses and inconsistent/missing author fields like `author` only containing `following` in an update response). These schema deviations would cause the article-related tests (create/list/favorite/unfavorite) to fail despite the routes being implemented."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-postgres-sequelize,run_0,logic_error,"The server starts and endpoints respond, but functional behavior is incorrect: calling GET /api/articles/feed returns a 500-style error payload (""Follow is not defined""), indicating a runtime logic/implementation bug (missing/undefined Follow model/variable) rather than missing routes or startup issues."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-postgres-sequelize,run_1,server_startup_failure,"No Newman results were produced and the note indicates the server likely never started or failed health-check. Additionally, verifier shows no patch file for DB/ORM setup, suggesting the backend wasn’t implemented/bootstrapped to a runnable state."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-sqlite,run_0,logic_error,"The server starts successfully, but key endpoints behave incorrectly: /api/articles/feed returns 404 in tests and even when hit manually it returns an error payload (""Article not found"") instead of an empty feed list, indicating broken feed query/logic. Additionally, the 'Articles by Author' requests return 422, suggesting incorrect validation/parameter handling for author filtering rather than missing routes or startup issues."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-sqlite,run_1,logic_error,"The server starts and endpoints respond, but core article listing behavior is incorrect: `/api/articles/feed` returns a 422 with ""Article not found"" instead of a 200 with an empty `articles` array when the user follows nobody, and multiple article list variants return 200 but fail assertions, indicating incorrect query/serialization logic (e.g., missing `id` in mapped articles causing downstream tag lookup issues, wrong fields like `following: true` hardcoded)."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-sqlite,run_2,logic_error,"The server starts and most endpoints work, but specific requests fail due to incorrect SQL query logic: the code references `u.username` without joining the users table (SQLite error: no such column: u.username), causing 422s for “Articles by Author” and related failures."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-sqlite-sequelize,run_0,logic_error,"The server starts and routes exist, but core article behavior is broken: creating an article throws a Sequelize notNull violation because `Article.slug` is not being set (hook/creation logic not working as intended), leading to 500s and cascading 404s for slug-based operations (get/update/favorite/comments). This indicates incorrect application logic/model handling rather than startup, missing framework/DB constraints, or pure response-shape issues."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-sqlite-sequelize,run_1,server_startup_failure,"The server crashes on startup with a Sequelize model definition error: `TypeError: Cannot read properties of undefined (reading 'STRING')` in `src/models/User.js`, indicating `sequelize.DataTypes` is undefined (incorrect DataTypes import/usage). Because the process exits immediately, all API tests fail due to the backend never successfully starting."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-sqlite-sequelize,run_2,logic_error,"The server starts and core endpoints exist, but requests crash/hang due to incorrect Sequelize model associations: the log shows a SequelizeEagerLoadingError ('Tag is not associated to ArticleTag!') during feed/article queries, causing unhandled promise rejection and process termination, which then makes many API tests fail."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture,run_0,logic_error,"The server starts and most endpoints exist, but key article listing/feed behaviors fail tests (422/200 mismatches and many assertion failures), indicating incorrect request handling/validation and query logic (e.g., Fastify rejecting empty JSON bodies and likely wrong filtering/pagination/feed semantics). The 500 on favorite also points to a runtime logic bug in that handler despite the route existing."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture,run_1,logic_error,"The server starts and endpoints exist, but core behavior is wrong: auth/token handling relies on an in-memory token lookup that becomes invalid across requests/processes, causing 401s and downstream failures (favorites/update). Additionally, logs show Fastify rejecting empty JSON bodies (FST_ERR_CTP_EMPTY_JSON_BODY) leading to 400/500 during favorite flows, indicating incorrect request handling logic rather than missing routes or schema formatting."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture,run_2,logic_error,"The server starts and many routes exist, but the test suite shows widespread 401s on endpoints that should accept valid auth, plus 404s for fetching an article/comments by slug and a 500 on favoriting—indicating broken authentication/authorization and state/lookup logic rather than missing server startup or purely schema formatting issues."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-postgres,run_0,logic_error,"The server starts and most routes exist, but many requests return 422/400 due to runtime behavior issues (e.g., create article fails with ""Cannot read properties of undefined (reading 'id')"", leading to null slugs/ids and cascading 422s on follow/comment/favorite). This indicates broken request/auth handling and service logic rather than missing endpoints or startup problems."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-postgres,run_1,logic_error,"The server starts successfully, but the failing tests are for the Favorite Article POST returning 400, indicating the endpoint exists yet rejects valid requests due to incorrect business logic (e.g., auth parsing, request validation, or favorite/unfavorite handling) rather than missing routes or response schema issues."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-postgres,run_2,logic_error,"The server starts and endpoints exist, but the global preHandler auth hook is incorrectly enforcing authentication on routes that should be public (e.g., GET /api/articles with tag/author/favorited filters and GET /api/articles/:slug/comments), causing widespread 401s/422s and breaking favoriting behavior (400). This indicates flawed auth/route-guard logic rather than missing endpoints or response schema issues."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-postgres-sequelize,run_0,logic_error,"The server starts and endpoints respond, but many requests fail with 422/400 indicating incorrect request validation/handling and business logic (e.g., filtering/feed/profile/follow/favorite flows). Additionally, article responses show an empty author despite correct DB relations, pointing to broken association loading/serialization rather than missing routes or startup issues."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-postgres-sequelize,run_1,logic_error,"The server starts and endpoints exist, but key article routes behave incorrectly: GET /api/articles/:slug is being treated as an integer lookup (Postgres error ""invalid input syntax for type integer""), causing 422s across slug-based operations (feed, single article, comments, favorite/unfavorite). Additional failures like 401 on update and 400 on favorite indicate broken auth/state logic rather than missing endpoints or schema-only mismatches."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-postgres-sequelize,run_2,stuck_in_loop,"The server starts, but the agent repeatedly applies the exact same edit to Comment.js without addressing the failing favorite/comment endpoints or making progress, indicating an unproductive loop rather than a single logic/schema issue being resolved."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-sqlite,run_0,logic_error,"The server starts and most endpoints exist, but favoriting and related queries behave incorrectly: after favoriting an article, the list endpoint returns it with ""favorited"": false / inconsistent favorited flags, which would cause the Favorite Article POST and favorited-by-username GET tests to fail despite correct HTTP status codes."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-sqlite,run_1,logic_error,"The server starts and the endpoints exist, but many article/favorite/comment tests fail despite manual curls returning 200/201, indicating incorrect behavior under the RealWorld spec (e.g., favorited flag not reflecting the authenticated user, incorrect articlesCount/filtering, and wrong status codes like 422/400 on unfavorite/favorite). This points to implementation logic not matching required semantics rather than missing routes or server startup issues."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-sqlite,run_2,logic_error,"The server starts and many routes respond, but core behaviors are broken: auth is incorrectly enforced on public article list filters (tests expecting 200 get 401), and a runtime bug in CommentRepository (calling undefined this._mapRowToComment) crashes comment creation, causing 500s/failed comment-related tests."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_0,logic_error,"The server starts and core endpoints like user registration and article creation work, but many article-related routes return 422/400/401 due to incorrect request handling/auth logic (e.g., favorite endpoint reports missing Authorization despite a valid header). This indicates implemented endpoints with broken behavior rather than missing routes or startup issues."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_1,schema_format_error,"The server starts and core endpoints exist, but responses don’t match the expected JSON schema (e.g., GET /api/articles returns {""articles"":[{}]} instead of fully populated article objects), leading to widespread 422/400 failures despite successful creates."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_2,logic_error,"The server starts and most core endpoints respond with plausible JSON, but multiple tests around favoriting and tag-based article listing fail (400/422 and incorrect 200 behavior), indicating the endpoints exist yet implement the wrong state transitions/validation (e.g., favorite/unfavorite and tag filtering not correctly updating/returning favorited articles)."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres,run_0,logic_error,"The server starts and endpoints exist, but favoriting fails because the POST /api/articles/:slug/favorite handler (or Fastify JSON parser settings) incorrectly requires a non-empty JSON body; the Conduit spec sends an empty body for this route, causing 400 errors. The favorited query behavior also appears incorrect (tests for /api/articles?favorited=user fail despite 200 responses), indicating broken filtering logic rather than missing routes or schema-only issues."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres,run_1,logic_error,"The server starts and endpoints exist, but article listing/favoriting requests fail due to incorrect query parameter handling: LIMIT/OFFSET are being passed as text to Postgres, causing runtime SQL errors (""argument of LIMIT must be type bigint, not type text"") and resulting 422/400 responses instead of correct behavior."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres,run_2,logic_error,"The server starts and endpoints exist, but article/favorite-related queries are using the wrong parameter types/values (e.g., passing the string ""user"" where an integer user_id is expected), causing Postgres ""invalid input syntax for type integer"" and resulting 400/422 responses for favoriting and article listing filters."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres-sequelize,run_0,logic_error,"The server starts and routes are present, but authentication handling is incorrect: @fastify/jwt expects an `Authorization: Bearer <token>` header while the agent/tests use `Authorization: Token <token>`, causing jwtVerify to throw and downstream code to read a null user (500s). This broken auth logic cascades into widespread endpoint failures."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres-sequelize,run_1,logic_error,"The server starts and most routes exist, but many authenticated endpoints return 401, indicating broken JWT/auth middleware behavior (e.g., token parsing/verification or user lookup). Additional 404/500s on article/comment/profile routes suggest incorrect routing/slug handling and runtime errors in specific handlers rather than missing server startup or structural constraints."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-postgres-sequelize,run_2,logic_error,"The server starts and endpoints exist, but many requests fail due to incorrect runtime behavior: auth gating is misapplied (e.g., feed returning 401) and Sequelize query construction is wrong (Postgres ARRAY stringify error `values.map is not a function` in `GET /api/articles` filtering by tag/author), leading to 400/422/500-style failures rather than missing routes or schema-only mismatches."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite,run_0,logic_error,"The server starts and many endpoints respond, but article listing/filtering logic is broken: a query for /api/articles?author=... crashes with SQLITE_ERROR ""no such column: u.username"" due to an invalid SQL statement referencing an alias/column not present in the FROM/JOIN clause. This runtime DB/query bug causes widespread 500s across article/tag/feed/favorite/comment-related tests."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite,run_1,logic_error,"The server starts and endpoints are present, but key article query behaviors (filtering by author/tag/favorited and favoriting) fail due to incorrect SQL logic/joins and aliasing, producing SQLite runtime errors (e.g., missing columns like `articles_users.username` / `articles.author_id`) and resulting 422/400 responses instead of correct results."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite,run_2,logic_error,"The server starts and most routes exist, but key authenticated article operations (feed, update) crash with 500 due to `request.user` being undefined (e.g., ""Cannot read properties of undefined (reading 'id')""), indicating broken auth/user propagation and related business logic; additionally favoriting returns 400, pointing to incorrect endpoint behavior rather than missing routes or schema-only issues."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite-sequelize,run_0,logic_error,"The server starts and most routes exist, but multiple endpoints return 500/400/422 due to runtime bugs (e.g., feed route throws ""Assignment to constant variable"" and unfavorite throws TypeError reading undefined username), indicating incorrect request handling/state logic rather than missing endpoints or schema-only mismatches."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite-sequelize,run_1,logic_error,"The server starts and the agent’s manual curl checks show endpoints exist and return plausibly structured JSON, yet the official test suite reports widespread failures across nearly all routes. This points to behavioral mismatches (e.g., auth/token handling, status codes, required defaults, query filtering/pagination, slug/favorite/feed logic) rather than missing endpoints or startup issues."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-sqlite-sequelize,run_2,logic_error,"The server starts and most endpoints exist, but several requests fail due to runtime behavior bugs: e.g., unfavorite throws a TypeError in serializeProfile when author/user is undefined, and comments listing errors with SQLITE ""no such column: Comment.articleId"" indicating incorrect Sequelize model/association/column naming. These are functional logic/ORM mapping issues rather than missing routes or startup problems."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-unconstrained,run_0,logic_error,"The server starts and the favorite endpoint exists, but the tests for favoriting and listing favorited articles fail (POST returns 400; favorited-by-username listing fails), indicating incorrect behavior/validation in the favorites feature (e.g., auth handling, slug/username lookup, or favorited filtering), not missing routes or startup issues."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-unconstrained,run_1,logic_error,"The server starts and the relevant endpoints exist, but key behaviors are incorrect: PUT /articles returns 500 (runtime bug in update logic), and favoriting-related tests fail (POST favorite returns 400 and listing articles favorited by a user returns wrong results), indicating broken state/validation/query logic rather than missing routes or schema-only mismatches."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-unconstrained,run_2,logic_error,"The server starts and core endpoints work, but multiple tests fail specifically around favoriting and fetching comments/favorited-articles, indicating incorrect behavior/state handling (e.g., favorited-by-username queries, auth-dependent favorited flags, or comment listing) rather than missing routes or server startup issues."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture,run_0,incomplete_implementation,"The server starts and basic endpoints (health, tags, articles list, user register/login) work, but multiple tests for ""Articles by Author"" and ""All Comments for Article"" fail, indicating those routes/handlers are missing or not correctly implemented (likely returning 404/empty/incorrect behavior) despite the agent declaring completion."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture,run_2,logic_error,"The server starts and the follow endpoint exists, but the Follow Profile POST test fails because the follow logic incorrectly returns an error (e.g., treating the request as self-follow due to wrong user identity parsing/lookup from the token) instead of successfully following another user."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-postgres,run_0,logic_error,"The server starts and some endpoints (e.g., login, health-check) work, but it crashes during article creation due to an unhandled TypeError in ArticleService.populateArticle (attempting to set author.following when author is undefined), causing connection resets and cascading test failures."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-postgres,run_1,logic_error,"The server starts and endpoints appear to exist, but the API behavior doesn’t match the RealWorld spec: tests show widespread 401/422/404 responses (auth not accepted, validation failing, and slug-based article routes not resolving), indicating incorrect request handling/business logic rather than missing server startup or pure JSON shape issues."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-postgres,run_2,incomplete_implementation,"The server starts and responds to a health-check, but the test suite reports 404 for essentially all required RealWorld endpoints, indicating the API surface/routes expected by the tests are not implemented or not mounted at the correct paths (e.g., missing /api prefix or route registration)."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-postgres-sequelize,run_0,server_startup_failure,"The server crashes immediately on startup with a TypeError inside Hono because the code incorrectly calls `app.fetch({ port } as any)` (passing a non-Request object), so no HTTP server is actually started and all API tests fail as a result."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-postgres-sequelize,run_1,logic_error,"The server starts and the comments endpoints exist (GET returns 200 in logs), but the two failing tests are specifically for ""All Comments for Article"" with and without login, indicating the handler returns an incorrect payload/behavior (e.g., wrong comment list contents/ordering/author fields) rather than missing routes or startup issues."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-postgres-sequelize,run_2,server_startup_failure,"The server fails to start under the test harness because the configured entry point `node dist/server.js` cannot be found (`MODULE_NOT_FOUND: Cannot find module '/repository/dist/server.js'`). With the backend not reliably starting, all API tests fail due to connection/startup issues rather than endpoint logic."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-sqlite,run_0,logic_error,"The server starts and routes exist, but many requests return 500/422/401 due to incorrect runtime behavior. Logs show ArticleService.getArticles throws ""Author not found"" while mapping articles, indicating broken domain/data logic (e.g., joins/seed/user lookup) rather than missing endpoints or schema formatting."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-sqlite,run_1,logic_error,"The server starts and the relevant endpoints exist (logs show 200 responses for favorite and follow/unfollow), but the tests for favoriting an article and following/unfollowing a profile still fail, indicating incorrect state mutation or relationship handling (e.g., not persisting favorites/follows, wrong user/article linkage, or incorrect following/favorited flags/counts) rather than missing routes or schema/format issues."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-sqlite,run_2,logic_error,"The server starts and the relevant endpoints exist, but the failing tests are for follow/unfollow and favoriting behavior, indicating incorrect state mutation/authorization handling (e.g., using a dummy token, not mapping token→user, or returning wrong boolean types like 0/1) rather than missing routes or response schema."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-sqlite-sequelize,run_0,logic_error,"The server is running and many routes exist (logs show 200/201/401/404/422 responses), but core behaviors are incorrect: auth-protected endpoints return 401 even after login, some resources resolve to null slugs/ids leading to /articles/null and 404s, and favorited filtering returns 422. This indicates broken authentication/state handling and request/response logic rather than startup or missing implementation."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-sqlite-sequelize,run_1,logic_error,"The server starts and many routes exist, but core article operations fail with 500s due to incorrect SQLite/Sequelize query logic (using the Postgres-only JSON/array containment operator `@>` on `tagList`), causing `SQLITE_ERROR: unrecognized token: ""@""` and breaking tag/article listing and creation behavior."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-clean_architecture-sqlite-sequelize,run_2,server_startup_failure,"The server crashes on startup because the Node runtime code incorrectly uses Bun.serve (and references the Bun global), causing a TypeScript compile error and then a runtime ReferenceError: Bun is not defined, so all API tests fail due to the server not running."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-postgres,run_0,logic_error,"The server starts and most article endpoints exist, but requests trigger a Postgres runtime error (42P18: could not determine data type of parameter $1) in src/routes/articles.ts, causing 500s (e.g., Feed GET) and cascading failures. Additionally, comment endpoints return 404, indicating routing/mounting logic issues for comments, but the dominant failure is incorrect query/parameter handling leading to wrong behavior at runtime."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-postgres,run_1,server_startup_failure,"The server crashes on startup with a MODULE_NOT_FOUND error (Cannot find module './db' imported from src/db/helpers.ts), so no endpoints are reachable and all API tests fail as a consequence."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-postgres-sequelize,run_0,logic_error,"The server starts and endpoints exist, but key queries for feed/favorited/tag filtering pass objects instead of integer IDs into Sequelize WHERE clauses, producing SQL like author_id='[object Object]' and causing 422 responses. This is incorrect runtime behavior in the controller/query-building logic rather than missing routes or schema formatting."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-postgres-sequelize,run_1,logic_error,"The server starts and most endpoints return 200, but the specific ""Articles by Tag"" GET tests fail with 422, indicating the endpoint exists yet rejects valid query parameters (e.g., tag filtering) due to incorrect validation/parsing or tag-filter logic rather than missing routes or response schema."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-postgres-sequelize,run_2,server_startup_failure,"Although the server initially prints that it is running, it crashes on the first real request with a Node/undici TypeError (""duplex option is required when sending a body"") originating from src/index.js, causing subsequent API calls to fail (curl return code 52 / connection drop) and leading to all Newman tests failing."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-sqlite,run_0,logic_error,"The server starts and most endpoints work, but the Update User PUT endpoint consistently returns 500 due to a SQLite binding/parameter mismatch (SQLITE_RANGE: column index out of range), indicating incorrect SQL statement construction or parameter ordering/count in the user update logic."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-sqlite,run_1,logic_error,"The server is running and serving some routes (e.g., /api/users 201, /api/profiles/:username 200, /api/tags 200), but key behaviors are incorrect: several endpoints return 401/404 unexpectedly and follow/unfollow crashes with a TypeError reading 'id' (auth/user context undefined). This indicates broken authentication/route logic rather than startup failure."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-sqlite,run_2,server_startup_failure,"Although the process prints ""Server running on port 3000"", it crashes on the first real request with a Node/undici runtime exception (""RequestInit: duplex option is required when sending a body"") in src/index.ts, causing all API tests to fail due to the server not staying up to handle requests."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-sqlite-sequelize,run_0,logic_error,"The server starts and many authenticated routes work (e.g., follow/unfollow succeeds with the same token), but key auth-protected endpoints like GET/PUT /api/user still return 401, indicating incorrect auth middleware/route-specific token handling. Additionally, the Articles-by-Tag endpoint returns 500, suggesting a runtime logic bug in tag filtering/querying rather than missing routes or schema-only issues."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-sqlite-sequelize,run_1,logic_error,"The server starts and routes are being hit, but requests crash at runtime due to incorrect Hono/Node adapter usage: `app.fetch(req, res)` passes Node IncomingMessage/ServerResponse where Hono expects a Fetch API Request, causing `this.raw.headers.get is not a function` in auth middleware and leading to widespread 500s across endpoints."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-sqlite-sequelize,run_2,server_startup_failure,"The agent repeatedly used incorrect Hono Node adapter APIs/imports (e.g., `getRouter`, `serve`, and misusing `app.fetch(req,res)`), causing runtime SyntaxErrors/connection refusals and preventing a stable server from starting to handle requests, which explains the broad test failures."
mini_swe_sdk,qwen3-coder-next,node,hono-openapi-unconstrained,run_2,logic_error,"The server starts and endpoints appear to exist, but core article/comment behaviors fail the RealWorld tests (create/list/filter/update articles; list comments with/without auth). The agent’s own manual checks show state inconsistencies (e.g., slug changes breaking subsequent operations), indicating incorrect business logic/state handling rather than missing routes or startup issues."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture,run_0,logic_error,"The server starts, but the Update User endpoint throws a runtime TypeError: `userWithToken.toResponse is not a function`, indicating the route/service returns a plain object (or wrong type) instead of a User entity/model that implements `toResponse`, causing 500s despite the endpoint existing."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture,run_1,stuck_in_loop,"The server starts, but the agent repeatedly fixates on the same hypothesis about auth header parsing and keeps re-running the same log/datastore inspection commands without making code changes or progressing toward resolving the failing API tests."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture,run_2,logic_error,"The server starts and most endpoints work, but the GET all-comments-for-article endpoint consistently returns HTTP 422 (both with and without login), indicating the route exists but rejects valid requests due to incorrect validation/slug handling or comment retrieval logic rather than missing endpoints or server startup issues."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture-postgres,run_0,logic_error,"The server starts and most endpoints exist, but multiple article list/favorite/update behaviors fail and the comments listing endpoints return 500s, indicating incorrect runtime logic (e.g., query/join handling, auth-dependent fields, or comment retrieval) rather than missing routes or startup issues."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture-postgres,run_2,logic_error,"The server starts and most endpoints exist, but multiple GET /articles variants fail and favorited-by-username requests return 422, indicating incorrect query/validation logic for filtering (author/tag/favorited) rather than missing routes or startup issues."
mini_swe_sdk,qwen3-coder-next,node,koa-openapi-clean_architecture-postgres-sequelize,run_0,schema_format_error,"The server starts and core endpoints respond, but several article/comment/favorite tests fail with 404/422 despite routes existing, indicating the API is returning responses in the wrong JSON shape (e.g., missing required wrapper objects like {""article"":...}/{""comment"":...} or incorrect error format), causing validation failures rather than pure missing endpoints or startup issues."
