agent,model,granularity,group,n_constraints,pass_at_1,pass_at_3,pass_power_3,passed_assertions_perc,strict_assertions_perc,n_succeeded,n_executed
mini_swe_sdk,Kimi-K2.5,runtime,uv,2,0.0000,0.0000,0.0000,0.5868,0.5868,0,6
mini_swe_sdk,Kimi-K2.5,runtime,uv,3,0.3333,0.5000,0.1481,0.4943,0.4943,2,6
mini_swe_sdk,Kimi-K2.5,global,all,,0.3750,0.5000,0.2639,0.6866,0.6824,18,48
mini_swe_sdk,Kimi-K2.5,global,all,0,0.6667,0.7500,0.5741,0.8543,0.8543,8,12
mini_swe_sdk,Kimi-K2.5,global,all,1,0.4167,0.5000,0.3241,0.7253,0.7086,5,12
mini_swe_sdk,Kimi-K2.5,global,all,2,0.0833,0.2500,0.0093,0.6293,0.6293,1,12
mini_swe_sdk,Kimi-K2.5,global,all,3,0.3333,0.5000,0.1481,0.5374,0.5374,4,12
mini_swe_sdk,Kimi-K2.5,constraint_type,clean_architecture,,0.2778,0.4167,0.1605,0.6307,0.6251,10,36
mini_swe_sdk,Kimi-K2.5,constraint_type,postgres,,0.2083,0.3750,0.0787,0.5833,0.5833,5,24
mini_swe_sdk,Kimi-K2.5,constraint_type,sequelize,,0.3333,0.5000,0.1481,0.5805,0.5805,2,6
mini_swe_sdk,Kimi-K2.5,constraint_type,sqlalchemy,,0.3333,0.5000,0.1481,0.4943,0.4943,2,6
mini_swe_sdk,Kimi-K2.5,framework_constraint,aiohttp:clean_architecture,,0.5556,0.6667,0.4321,0.9249,0.9249,5,9
mini_swe_sdk,Kimi-K2.5,framework_constraint,aiohttp:postgres,,0.3333,0.5000,0.1481,0.8874,0.8874,2,6
mini_swe_sdk,Kimi-K2.5,framework_constraint,aiohttp:sqlalchemy,,0.6667,1.0000,0.2963,0.8011,0.8011,2,3
mini_swe_sdk,Kimi-K2.5,framework_constraint,express:clean_architecture,,0.3333,0.6667,0.1111,0.6705,0.6705,3,9
mini_swe_sdk,Kimi-K2.5,framework_constraint,express:postgres,,0.5000,1.0000,0.1667,0.7580,0.7580,3,6
mini_swe_sdk,Kimi-K2.5,framework_constraint,express:sequelize,,0.6667,1.0000,0.2963,0.6667,0.6667,2,3
mini_swe_sdk,Kimi-K2.5,framework_constraint,fastapi:clean_architecture,,0.2222,0.3333,0.0988,0.3736,0.3513,2,9
mini_swe_sdk,Kimi-K2.5,framework_constraint,fastapi:postgres,,0.0000,0.0000,0.0000,0.1937,0.1937,0,6
mini_swe_sdk,Kimi-K2.5,framework_constraint,fastapi:sqlalchemy,,0.0000,0.0000,0.0000,0.1874,0.1874,0,3
mini_swe_sdk,Kimi-K2.5,framework_constraint,fastify:clean_architecture,,0.0000,0.0000,0.0000,0.5536,0.5536,0,9
mini_swe_sdk,Kimi-K2.5,framework_constraint,fastify:postgres,,0.0000,0.0000,0.0000,0.4943,0.4943,0,6
mini_swe_sdk,Kimi-K2.5,framework_constraint,fastify:sequelize,,0.0000,0.0000,0.0000,0.4943,0.4943,0,3
mini_swe_sdk,devstral-small,framework,aiohttp,,0.0000,0.0000,0.0000,0.0062,0.0062,0,24
mini_swe_sdk,devstral-small,framework,django,,0.0000,0.0000,0.0000,0.0315,0.0129,0,30
mini_swe_sdk,devstral-small,framework,express,,0.0000,0.0000,0.0000,0.0689,0.0689,0,21
mini_swe_sdk,devstral-small,framework,fastapi,,0.0000,0.0000,0.0000,0.0328,0.0318,0,60
mini_swe_sdk,devstral-small,framework,fastify,,0.0000,0.0000,0.0000,0.0016,0.0016,0,24
mini_swe_sdk,devstral-small,framework,flask,,0.0000,0.0000,0.0000,0.0480,0.0260,0,30
mini_swe_sdk,devstral-small,framework,koa,,0.0000,0.0000,0.0000,0.0997,0.0997,0,29
mini_swe_sdk,devstral-small,framework,aiohttp,0,0.0000,0.0000,0.0000,0.0621,0.0621,0,3
mini_swe_sdk,devstral-small,framework,aiohttp,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,7
mini_swe_sdk,devstral-small,framework,aiohttp,2,0.0000,0.0000,0.0000,0.0000,0.0000,0,9
mini_swe_sdk,devstral-small,framework,aiohttp,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,5
mini_swe_sdk,devstral-small,framework,django,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,3
mini_swe_sdk,devstral-small,framework,django,1,0.0000,0.0000,0.0000,0.0429,0.0429,0,9
mini_swe_sdk,devstral-small,framework,django,2,0.0000,0.0000,0.0000,0.0466,0.0000,0,12
mini_swe_sdk,devstral-small,framework,django,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,6
mini_swe_sdk,devstral-small,framework,express,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1
mini_swe_sdk,devstral-small,framework,express,1,0.0000,0.0000,0.0000,0.0613,0.0613,0,6
mini_swe_sdk,devstral-small,framework,express,2,0.0000,0.0000,0.0000,0.0336,0.0336,0,8
mini_swe_sdk,devstral-small,framework,express,3,0.0000,0.0000,0.0000,0.1851,0.1851,0,6
mini_swe_sdk,devstral-small,framework,fastapi,0,0.0000,0.0000,0.0000,0.0559,0.0559,0,6
mini_swe_sdk,devstral-small,framework,fastapi,1,0.0000,0.0000,0.0000,0.0359,0.0359,0,18
mini_swe_sdk,devstral-small,framework,fastapi,2,0.0000,0.0000,0.0000,0.0385,0.0385,0,24
mini_swe_sdk,devstral-small,framework,fastapi,3,0.0000,0.0000,0.0000,0.0050,0.0000,0,12
mini_swe_sdk,devstral-small,framework,fastify,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,3
mini_swe_sdk,devstral-small,framework,fastify,1,0.0000,0.0000,0.0000,0.0040,0.0040,0,6
mini_swe_sdk,devstral-small,framework,fastify,2,0.0000,0.0000,0.0000,0.0015,0.0015,0,9
mini_swe_sdk,devstral-small,framework,fastify,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,6
mini_swe_sdk,devstral-small,framework,flask,0,0.0000,0.0000,0.0000,0.0701,0.0701,0,3
mini_swe_sdk,devstral-small,framework,flask,1,0.0000,0.0000,0.0000,0.0000,0.0000,0,9
mini_swe_sdk,devstral-small,framework,flask,2,0.0000,0.0000,0.0000,0.1026,0.0474,0,12
mini_swe_sdk,devstral-small,framework,flask,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,6
mini_swe_sdk,devstral-small,framework,koa,0,0.0000,0.0000,0.0000,0.3000,0.3000,0,3
mini_swe_sdk,devstral-small,framework,koa,1,0.0000,0.0000,0.0000,0.1782,0.1782,0,9
mini_swe_sdk,devstral-small,framework,koa,2,0.0000,0.0000,0.0000,0.0170,0.0170,0,11
mini_swe_sdk,devstral-small,framework,koa,3,0.0000,0.0000,0.0000,0.0471,0.0471,0,6
mini_swe_sdk,devstral-small,runtime,node,,0.0000,0.0000,0.0000,0.0606,0.0606,0,74
mini_swe_sdk,devstral-small,runtime,uv,,0.0000,0.0000,0.0000,0.0303,0.0217,0,144
mini_swe_sdk,devstral-small,runtime,node,0,0.0000,0.0000,0.0000,0.1000,0.1000,0,7
mini_swe_sdk,devstral-small,runtime,node,1,0.0000,0.0000,0.0000,0.0908,0.0908,0,21
mini_swe_sdk,devstral-small,runtime,node,2,0.0000,0.0000,0.0000,0.0188,0.0188,0,28
mini_swe_sdk,devstral-small,runtime,node,3,0.0000,0.0000,0.0000,0.0774,0.0774,0,18
mini_swe_sdk,devstral-small,runtime,uv,0,0.0000,0.0000,0.0000,0.0488,0.0488,0,15
mini_swe_sdk,devstral-small,runtime,uv,1,0.0000,0.0000,0.0000,0.0229,0.0229,0,43
mini_swe_sdk,devstral-small,runtime,uv,2,0.0000,0.0000,0.0000,0.0452,0.0249,0,57
mini_swe_sdk,devstral-small,runtime,uv,3,0.0000,0.0000,0.0000,0.0020,0.0000,0,29
mini_swe_sdk,devstral-small,global,all,,0.0000,0.0000,0.0000,0.0412,0.0357,0,218
mini_swe_sdk,devstral-small,global,all,0,0.0000,0.0000,0.0000,0.0680,0.0680,0,22
mini_swe_sdk,devstral-small,global,all,1,0.0000,0.0000,0.0000,0.0466,0.0466,0,64
mini_swe_sdk,devstral-small,global,all,2,0.0000,0.0000,0.0000,0.0359,0.0227,0,85
mini_swe_sdk,devstral-small,global,all,3,0.0000,0.0000,0.0000,0.0303,0.0290,0,47
mini_swe_sdk,devstral-small,constraint_type,clean_architecture,,0.0000,0.0000,0.0000,0.0343,0.0283,0,117
mini_swe_sdk,devstral-small,constraint_type,postgres,,0.0000,0.0000,0.0000,0.0353,0.0291,0,84
mini_swe_sdk,devstral-small,constraint_type,sequelize,,0.0000,0.0000,0.0000,0.0422,0.0422,0,28
mini_swe_sdk,devstral-small,constraint_type,sqlalchemy,,0.0000,0.0000,0.0000,0.0237,0.0134,0,58
mini_swe_sdk,devstral-small,constraint_type,sqlite,,0.0000,0.0000,0.0000,0.0430,0.0355,0,88
mini_swe_sdk,devstral-small,framework_constraint,aiohttp:clean_architecture,,0.0000,0.0000,0.0000,0.0000,0.0000,0,12
mini_swe_sdk,devstral-small,framework_constraint,aiohttp:postgres,,0.0000,0.0000,0.0000,0.0000,0.0000,0,10
mini_swe_sdk,devstral-small,framework_constraint,aiohttp:sqlalchemy,,0.0000,0.0000,0.0000,0.0000,0.0000,0,10
mini_swe_sdk,devstral-small,framework_constraint,aiohttp:sqlite,,0.0000,0.0000,0.0000,0.0000,0.0000,0,8
mini_swe_sdk,devstral-small,framework_constraint,django:clean_architecture,,0.0000,0.0000,0.0000,0.0000,0.0000,0,15
mini_swe_sdk,devstral-small,framework_constraint,django:postgres,,0.0000,0.0000,0.0000,0.0787,0.0322,0,12
mini_swe_sdk,devstral-small,framework_constraint,django:sqlalchemy,,0.0000,0.0000,0.0000,0.0466,0.0000,0,12
mini_swe_sdk,devstral-small,framework_constraint,django:sqlite,,0.0000,0.0000,0.0000,0.0000,0.0000,0,12
mini_swe_sdk,devstral-small,framework_constraint,express:clean_architecture,,0.0000,0.0000,0.0000,0.1239,0.1239,0,15
mini_swe_sdk,devstral-small,framework_constraint,express:postgres,,0.0000,0.0000,0.0000,0.0672,0.0672,0,8
mini_swe_sdk,devstral-small,framework_constraint,express:sequelize,,0.0000,0.0000,0.0000,0.0925,0.0925,0,8
mini_swe_sdk,devstral-small,framework_constraint,express:sqlite,,0.0000,0.0000,0.0000,0.0761,0.0761,0,9
mini_swe_sdk,devstral-small,framework_constraint,fastapi:clean_architecture,,0.0000,0.0000,0.0000,0.0214,0.0194,0,30
mini_swe_sdk,devstral-small,framework_constraint,fastapi:postgres,,0.0000,0.0000,0.0000,0.0358,0.0358,0,24
mini_swe_sdk,devstral-small,framework_constraint,fastapi:sqlalchemy,,0.0000,0.0000,0.0000,0.0236,0.0211,0,24
mini_swe_sdk,devstral-small,framework_constraint,fastapi:sqlite,,0.0000,0.0000,0.0000,0.0253,0.0228,0,24
mini_swe_sdk,devstral-small,framework_constraint,fastify:clean_architecture,,0.0000,0.0000,0.0000,0.0009,0.0009,0,15
mini_swe_sdk,devstral-small,framework_constraint,fastify:postgres,,0.0000,0.0000,0.0000,0.0000,0.0000,0,6
mini_swe_sdk,devstral-small,framework_constraint,fastify:sequelize,,0.0000,0.0000,0.0000,0.0000,0.0000,0,9
mini_swe_sdk,devstral-small,framework_constraint,fastify:sqlite,,0.0000,0.0000,0.0000,0.0032,0.0032,0,12
mini_swe_sdk,devstral-small,framework_constraint,flask:clean_architecture,,0.0000,0.0000,0.0000,0.0621,0.0179,0,15
mini_swe_sdk,devstral-small,framework_constraint,flask:postgres,,0.0000,0.0000,0.0000,0.0233,0.0233,0,12
mini_swe_sdk,devstral-small,framework_constraint,flask:sqlalchemy,,0.0000,0.0000,0.0000,0.0250,0.0250,0,12
mini_swe_sdk,devstral-small,framework_constraint,flask:sqlite,,0.0000,0.0000,0.0000,0.0793,0.0241,0,12
mini_swe_sdk,devstral-small,framework_constraint,koa:clean_architecture,,0.0000,0.0000,0.0000,0.0446,0.0446,0,15
mini_swe_sdk,devstral-small,framework_constraint,koa:postgres,,0.0000,0.0000,0.0000,0.0241,0.0241,0,12
mini_swe_sdk,devstral-small,framework_constraint,koa:sequelize,,0.0000,0.0000,0.0000,0.0236,0.0236,0,11
mini_swe_sdk,devstral-small,framework_constraint,koa:sqlite,,0.0000,0.0000,0.0000,0.1348,0.1348,0,11
mini_swe_sdk,gpt-5-mini,framework,aiohttp,,0.2333,0.5000,0.1148,0.3469,0.3469,7,30
mini_swe_sdk,gpt-5-mini,framework,django,,0.0333,0.1000,0.0037,0.3720,0.3370,1,30
mini_swe_sdk,gpt-5-mini,framework,express,,0.3000,0.5000,0.1667,0.5999,0.5999,9,30
mini_swe_sdk,gpt-5-mini,framework,fastapi,,0.1000,0.2000,0.0333,0.2138,0.2138,3,30
mini_swe_sdk,gpt-5-mini,framework,fastify,,0.0000,0.0000,0.0000,0.3547,0.3547,0,30
mini_swe_sdk,gpt-5-mini,framework,flask,,0.3333,0.7000,0.1481,0.3846,0.3779,10,30
mini_swe_sdk,gpt-5-mini,framework,hono,,0.0000,0.0000,0.0000,0.0606,0.0606,0,30
mini_swe_sdk,gpt-5-mini,framework,koa,,0.3333,0.6000,0.1704,0.4918,0.4918,10,30
mini_swe_sdk,gpt-5-mini,framework,aiohttp,0,1.0000,1.0000,1.0000,1.0000,1.0000,3,3
mini_swe_sdk,gpt-5-mini,framework,aiohttp,1,0.3333,1.0000,0.0370,0.4640,0.4640,3,9
mini_swe_sdk,gpt-5-mini,framework,aiohttp,2,0.0833,0.2500,0.0093,0.1644,0.1644,1,12
mini_swe_sdk,gpt-5-mini,framework,aiohttp,3,0.0000,0.0000,0.0000,0.2098,0.2098,0,6
mini_swe_sdk,gpt-5-mini,framework,django,0,0.0000,0.0000,0.0000,0.3299,0.3299,0,3
mini_swe_sdk,gpt-5-mini,framework,django,1,0.1111,0.3333,0.0123,0.5544,0.5544,1,9
mini_swe_sdk,gpt-5-mini,framework,django,2,0.0000,0.0000,0.0000,0.3124,0.2799,0,12
mini_swe_sdk,gpt-5-mini,framework,django,3,0.0000,0.0000,0.0000,0.2385,0.1287,0,6
mini_swe_sdk,gpt-5-mini,framework,express,0,0.0000,0.0000,0.0000,0.5506,0.5506,0,3
mini_swe_sdk,gpt-5-mini,framework,express,1,0.4444,1.0000,0.1235,0.7238,0.7238,4,9
mini_swe_sdk,gpt-5-mini,framework,express,2,0.4167,0.5000,0.3241,0.5776,0.5776,5,12
mini_swe_sdk,gpt-5-mini,framework,express,3,0.0000,0.0000,0.0000,0.4833,0.4833,0,6
mini_swe_sdk,gpt-5-mini,framework,fastapi,0,0.3333,1.0000,0.0370,0.5954,0.5954,1,3
mini_swe_sdk,gpt-5-mini,framework,fastapi,1,0.0000,0.0000,0.0000,0.2475,0.2475,0,9
mini_swe_sdk,gpt-5-mini,framework,fastapi,2,0.1667,0.2500,0.0741,0.2000,0.2000,2,12
mini_swe_sdk,gpt-5-mini,framework,fastapi,3,0.0000,0.0000,0.0000,0.0000,0.0000,0,6
mini_swe_sdk,gpt-5-mini,framework,fastify,0,0.0000,0.0000,0.0000,0.5563,0.5563,0,3
mini_swe_sdk,gpt-5-mini,framework,fastify,1,0.0000,0.0000,0.0000,0.5203,0.5203,0,9
mini_swe_sdk,gpt-5-mini,framework,fastify,2,0.0000,0.0000,0.0000,0.1592,0.1592,0,12
mini_swe_sdk,gpt-5-mini,framework,fastify,3,0.0000,0.0000,0.0000,0.3966,0.3966,0,6
mini_swe_sdk,gpt-5-mini,framework,flask,0,0.3333,1.0000,0.0370,0.4356,0.4356,1,3
mini_swe_sdk,gpt-5-mini,framework,flask,1,0.4444,0.6667,0.3457,0.4667,0.4667,4,9
mini_swe_sdk,gpt-5-mini,framework,flask,2,0.2500,0.7500,0.0278,0.2819,0.2652,3,12
mini_swe_sdk,gpt-5-mini,framework,flask,3,0.3333,0.5000,0.1481,0.4414,0.4414,2,6
mini_swe_sdk,gpt-5-mini,framework,hono,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,3
mini_swe_sdk,gpt-5-mini,framework,hono,1,0.0000,0.0000,0.0000,0.1686,0.1686,0,9
mini_swe_sdk,gpt-5-mini,framework,hono,2,0.0000,0.0000,0.0000,0.0241,0.0241,0,12
mini_swe_sdk,gpt-5-mini,framework,hono,3,0.0000,0.0000,0.0000,0.0017,0.0017,0,6
mini_swe_sdk,gpt-5-mini,framework,koa,0,0.3333,1.0000,0.0370,0.6644,0.6644,1,3
mini_swe_sdk,gpt-5-mini,framework,koa,1,0.4444,1.0000,0.1235,0.5969,0.5969,4,9
mini_swe_sdk,gpt-5-mini,framework,koa,2,0.4167,0.5000,0.3241,0.4986,0.4986,5,12
mini_swe_sdk,gpt-5-mini,framework,koa,3,0.0000,0.0000,0.0000,0.2345,0.2345,0,6
mini_swe_sdk,gpt-5-mini,runtime,node,,0.1583,0.2750,0.0843,0.3768,0.3768,19,120
mini_swe_sdk,gpt-5-mini,runtime,uv,,0.1750,0.3750,0.0750,0.3293,0.3189,21,120
mini_swe_sdk,gpt-5-mini,runtime,node,0,0.0833,0.2500,0.0093,0.4428,0.4428,1,12
mini_swe_sdk,gpt-5-mini,runtime,node,1,0.2222,0.5000,0.0617,0.5024,0.5024,8,36
mini_swe_sdk,gpt-5-mini,runtime,node,2,0.2083,0.2500,0.1620,0.3149,0.3149,10,48
mini_swe_sdk,gpt-5-mini,runtime,node,3,0.0000,0.0000,0.0000,0.2790,0.2790,0,24
mini_swe_sdk,gpt-5-mini,runtime,uv,0,0.4167,0.7500,0.2685,0.5902,0.5902,5,12
mini_swe_sdk,gpt-5-mini,runtime,uv,1,0.2222,0.5000,0.0988,0.4331,0.4331,8,36
mini_swe_sdk,gpt-5-mini,runtime,uv,2,0.1250,0.3125,0.0278,0.2397,0.2274,6,48
mini_swe_sdk,gpt-5-mini,runtime,uv,3,0.0833,0.1250,0.0370,0.2224,0.1950,2,24
mini_swe_sdk,gpt-5-mini,global,all,,0.1667,0.3250,0.0796,0.3530,0.3478,40,240
mini_swe_sdk,gpt-5-mini,global,all,0,0.2500,0.5000,0.1389,0.5165,0.5165,6,24
mini_swe_sdk,gpt-5-mini,global,all,1,0.2222,0.5000,0.0802,0.4678,0.4678,16,72
mini_swe_sdk,gpt-5-mini,global,all,2,0.1667,0.2812,0.0949,0.2773,0.2711,16,96
mini_swe_sdk,gpt-5-mini,global,all,3,0.0417,0.0625,0.0185,0.2507,0.2370,2,48
mini_swe_sdk,gpt-5-mini,constraint_type,clean_architecture,,0.0833,0.1750,0.0370,0.2424,0.2320,10,120
mini_swe_sdk,gpt-5-mini,constraint_type,postgres,,0.1042,0.1875,0.0532,0.2970,0.2949,10,96
mini_swe_sdk,gpt-5-mini,constraint_type,sequelize,,0.2083,0.2500,0.1620,0.4292,0.4292,10,48
mini_swe_sdk,gpt-5-mini,constraint_type,sqlalchemy,,0.1458,0.3125,0.0440,0.3069,0.2932,7,48
mini_swe_sdk,gpt-5-mini,constraint_type,sqlite,,0.1771,0.3438,0.0752,0.3134,0.3025,17,96
mini_swe_sdk,gpt-5-mini,framework_constraint,aiohttp:clean_architecture,,0.0667,0.2000,0.0074,0.1586,0.1586,1,15
mini_swe_sdk,gpt-5-mini,framework_constraint,aiohttp:postgres,,0.0833,0.2500,0.0093,0.2805,0.2805,1,12
mini_swe_sdk,gpt-5-mini,framework_constraint,aiohttp:sqlalchemy,,0.0833,0.2500,0.0093,0.2592,0.2592,1,12
mini_swe_sdk,gpt-5-mini,framework_constraint,aiohttp:sqlite,,0.1667,0.5000,0.0185,0.2534,0.2534,2,12
mini_swe_sdk,gpt-5-mini,framework_constraint,django:clean_architecture,,0.0667,0.2000,0.0074,0.3211,0.2513,1,15
mini_swe_sdk,gpt-5-mini,framework_constraint,django:postgres,,0.0000,0.0000,0.0000,0.2968,0.2968,0,12
mini_swe_sdk,gpt-5-mini,framework_constraint,django:sqlalchemy,,0.0000,0.0000,0.0000,0.3977,0.3428,0,12
mini_swe_sdk,gpt-5-mini,framework_constraint,django:sqlite,,0.0000,0.0000,0.0000,0.3023,0.2149,0,12
mini_swe_sdk,gpt-5-mini,framework_constraint,express:clean_architecture,,0.0667,0.2000,0.0074,0.3441,0.3441,1,15
mini_swe_sdk,gpt-5-mini,framework_constraint,express:postgres,,0.4167,0.5000,0.3241,0.6445,0.6445,5,12
mini_swe_sdk,gpt-5-mini,framework_constraint,express:sequelize,,0.4167,0.5000,0.3241,0.7397,0.7397,5,12
mini_swe_sdk,gpt-5-mini,framework_constraint,express:sqlite,,0.2500,0.5000,0.0833,0.6086,0.6086,3,12
mini_swe_sdk,gpt-5-mini,framework_constraint,fastapi:clean_architecture,,0.0000,0.0000,0.0000,0.0768,0.0768,0,15
mini_swe_sdk,gpt-5-mini,framework_constraint,fastapi:postgres,,0.0000,0.0000,0.0000,0.0897,0.0897,0,12
mini_swe_sdk,gpt-5-mini,framework_constraint,fastapi:sqlalchemy,,0.1667,0.2500,0.0741,0.1833,0.1833,2,12
mini_swe_sdk,gpt-5-mini,framework_constraint,fastapi:sqlite,,0.1667,0.2500,0.0741,0.2167,0.2167,2,12
mini_swe_sdk,gpt-5-mini,framework_constraint,fastify:clean_architecture,,0.0000,0.0000,0.0000,0.3170,0.3170,0,15
mini_swe_sdk,gpt-5-mini,framework_constraint,fastify:postgres,,0.0000,0.0000,0.0000,0.3635,0.3635,0,12
mini_swe_sdk,gpt-5-mini,framework_constraint,fastify:sequelize,,0.0000,0.0000,0.0000,0.3575,0.3575,0,12
mini_swe_sdk,gpt-5-mini,framework_constraint,fastify:sqlite,,0.0000,0.0000,0.0000,0.1862,0.1862,0,12
mini_swe_sdk,gpt-5-mini,framework_constraint,flask:clean_architecture,,0.4000,0.6000,0.2667,0.4687,0.4554,6,15
mini_swe_sdk,gpt-5-mini,framework_constraint,flask:postgres,,0.0833,0.2500,0.0093,0.1859,0.1693,1,12
mini_swe_sdk,gpt-5-mini,framework_constraint,flask:sqlalchemy,,0.3333,0.7500,0.0926,0.3874,0.3874,4,12
mini_swe_sdk,gpt-5-mini,framework_constraint,flask:sqlite,,0.4167,1.0000,0.1019,0.4167,0.4167,5,12
mini_swe_sdk,gpt-5-mini,framework_constraint,hono:clean_architecture,,0.0000,0.0000,0.0000,0.0915,0.0915,0,15
mini_swe_sdk,gpt-5-mini,framework_constraint,hono:postgres,,0.0000,0.0000,0.0000,0.0046,0.0046,0,12
mini_swe_sdk,gpt-5-mini,framework_constraint,hono:sequelize,,0.0000,0.0000,0.0000,0.0046,0.0046,0,12
mini_swe_sdk,gpt-5-mini,framework_constraint,hono:sqlite,,0.0000,0.0000,0.0000,0.0537,0.0537,0,12
mini_swe_sdk,gpt-5-mini,framework_constraint,koa:clean_architecture,,0.0667,0.2000,0.0074,0.1611,0.1611,1,15
mini_swe_sdk,gpt-5-mini,framework_constraint,koa:postgres,,0.2500,0.5000,0.0833,0.5103,0.5103,3,12
mini_swe_sdk,gpt-5-mini,framework_constraint,koa:sequelize,,0.4167,0.5000,0.3241,0.6149,0.6149,5,12
mini_swe_sdk,gpt-5-mini,framework_constraint,koa:sqlite,,0.4167,0.5000,0.3241,0.4698,0.4698,5,12
mini_swe_sdk,gpt-5.2,framework,aiohttp,,0.1667,0.5000,0.0185,0.3506,0.3506,2,12
mini_swe_sdk,gpt-5.2,framework,express,,0.7500,0.7500,0.7500,0.8885,0.8885,9,12
mini_swe_sdk,gpt-5.2,framework,fastapi,,0.2500,0.2500,0.2500,0.3899,0.3899,3,12
mini_swe_sdk,gpt-5.2,framework,fastify,,0.0000,0.0000,0.0000,0.3977,0.3977,0,12
mini_swe_sdk,gpt-5.2,framework,aiohttp,0,0.3333,1.0000,0.0370,0.6609,0.6609,1,3
mini_swe_sdk,gpt-5.2,framework,aiohttp,1,0.3333,1.0000,0.0370,0.4667,0.4667,1,3
mini_swe_sdk,gpt-5.2,framework,aiohttp,2,0.0000,0.0000,0.0000,0.0747,0.0747,0,3
mini_swe_sdk,gpt-5.2,framework,aiohttp,3,0.0000,0.0000,0.0000,0.2000,0.2000,0,3
mini_swe_sdk,gpt-5.2,framework,express,0,1.0000,1.0000,1.0000,1.0000,1.0000,3,3
mini_swe_sdk,gpt-5.2,framework,express,1,1.0000,1.0000,1.0000,1.0000,1.0000,3,3
mini_swe_sdk,gpt-5.2,framework,express,2,0.0000,0.0000,0.0000,0.5540,0.5540,0,3
