agent,model,runtime,task,run_id,subcategory,reasoning
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_0,framework_idiosyncrasy,"Fastify’s default JSON content-type parser rejects requests with `Content-Type: application/json` and an empty body, causing POST `/api/articles/:slug/favorite` to return `FST_ERR_CTP_EMPTY_JSON_BODY` (400). The route (or global parser config) incorrectly triggers JSON body parsing for an endpoint that should accept an empty body, cascading into favorited-filter test failures."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_1,framework_idiosyncrasy,"Fastify is rejecting POST /api/articles/:slug/favorite with 400 FST_ERR_CTP_EMPTY_JSON_BODY because the client sends Content-Type: application/json with an empty body; the route/JSON parser setup wasn’t configured to allow empty JSON bodies for bodyless endpoints, causing the primary failure."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_2,framework_idiosyncrasy,"Fastify is configured to parse requests with Content-Type: application/json and rejects empty bodies, causing POST /api/articles/:slug/favorite to return 400 (FST_ERR_CTP_EMPTY_JSON_BODY) even though the spec expects no request body. This upstream framework parsing/config issue prevents favoriting and cascades into failures for favorited-by-username queries."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-postgres,run_0,framework_idiosyncrasy,"The primary failure is Fastify’s default JSON content-type parser rejecting requests with `Content-Type: application/json` but an empty body, causing POST /articles/:slug/favorite to return 400 (FST_ERR_CTP_EMPTY_JSON_BODY) under the test harness. This framework-specific behavior breaks favoriting and cascades into favorited-filter tests."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-postgres,run_1,framework_idiosyncrasy,"Fastify rejects requests with Content-Type: application/json when the body is empty (FST_ERR_CTP_EMPTY_JSON_BODY), causing POST /api/articles/:slug/favorite to return 400 despite correct routing. This framework-specific parsing behavior prevents favoriting and cascades into failing favorited-articles filtering tests."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-postgres,run_2,framework_idiosyncrasy,"Fastify's default JSON content-type parser rejects requests with Content-Type: application/json when the body is empty (FST_ERR_CTP_EMPTY_JSON_BODY), but the RealWorld favorite/unfavorite endpoints are specified to accept no body. This framework-specific parsing behavior causes POST /articles/:slug/favorite to return 400 and cascades into favorited-filter test failures."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-postgres-sequelize,run_0,framework_idiosyncrasy,"The primary failure is Fastify’s default JSON content-type parser rejecting requests with `Content-Type: application/json` and an empty body, causing POST /api/articles/:slug/favorite to return FST_ERR_CTP_EMPTY_JSON_BODY (400) even though the spec expects no body. This framework-specific behavior is the upstream cause of the large block of favorite-related test failures."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-postgres-sequelize,run_1,database_runtime_error,"The 500s are caused by Sequelize runtime EagerLoadingError exceptions when executing queries with `include` due to ambiguous/mismatched association aliases (User↔Article defined multiple times without consistent `as`, and Comment include uses `author` alias not matching the association). This is an ORM association configuration/usage error that crashes at query time rather than a spec-level logic mismatch."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite,run_0,framework_idiosyncrasy,"The primary failure is Fastify's default JSON content-type parser rejecting requests with `Content-Type: application/json` but an empty body, causing POST /api/articles/:slug/favorite to return 400 (FST_ERR_CTP_EMPTY_JSON_BODY) even though the endpoint should accept an empty body per the spec/tests."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite,run_1,framework_idiosyncrasy,"The primary failure is Fastify rejecting the favorite POST because the client sends Content-Type: application/json with an empty body, triggering FST_ERR_CTP_EMPTY_JSON_BODY (400). This framework-specific body parser behavior breaks an endpoint that should accept no request body per the spec, causing the bulk of test failures."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite,run_2,framework_idiosyncrasy,"Fastify is rejecting POST /api/articles/:slug/favorite with Content-Type: application/json and an empty body (FST_ERR_CTP_EMPTY_JSON_BODY), causing 400s; this framework-specific empty-JSON parsing behavior must be configured/handled for bodyless favorite requests, and it blocks favoriting-dependent tests."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite-sequelize,run_0,framework_idiosyncrasy,"Fastify’s default JSON content-type parser rejects requests with `Content-Type: application/json` and an empty body, throwing `FST_ERR_CTP_EMPTY_JSON_BODY` and returning 400 on `POST /api/articles/:slug/favorite` (tests send an empty JSON body). This framework-specific behavior is the upstream cause of the favoriting failures; other downstream article-listing assertions then fail because favorites can’t be created."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite-sequelize,run_1,framework_idiosyncrasy,"Fastify’s default JSON content-type parser rejects requests with Content-Type: application/json and an empty body, causing POST /api/articles/:slug/favorite to throw FST_ERR_CTP_EMPTY_JSON_BODY and return 400 even though the RealWorld spec sends an empty body. This framework-specific behavior is the upstream cause of the favorite endpoint failures."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite-sequelize,run_2,framework_idiosyncrasy,"The primary failure is Fastify rejecting requests with `Content-Type: application/json` but an empty body (FST_ERR_CTP_EMPTY_JSON_BODY), causing the favorite endpoint to return 400 even though it should accept an empty body. This framework-specific parsing behavior breaks a large portion of the test suite upstream of other issues."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-unconstrained,run_0,framework_idiosyncrasy,"Fastify rejects requests with `Content-Type: application/json` when the body is empty, producing `FST_ERR_CTP_EMPTY_JSON_BODY` and causing the favorite/follow POST endpoints to return 400 instead of succeeding without a body. This framework-specific parsing behavior is the upstream cause of the observed POST failures."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-unconstrained,run_1,framework_idiosyncrasy,"Fastify rejects requests with Content-Type: application/json when the body is empty, causing POST /api/articles/:slug/favorite to return FST_ERR_CTP_EMPTY_JSON_BODY (400) even though the RealWorld spec sends an empty body. This framework-specific parsing behavior is the upstream cause of the favorite failures."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-unconstrained,run_2,framework_idiosyncrasy,"Fastify’s default JSON content-type parser rejects requests with Content-Type: application/json when the body is empty (FST_ERR_CTP_EMPTY_JSON_BODY), so the POST /api/articles/:slug/favorite route returns 400 even though the endpoint exists and logic is otherwise reachable."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture,run_1,business_logic_defect,"The server and routes work and auth appears functional (Token header accepted, article creation succeeds), but the Favorite Article POST behavior does not match the spec—most likely the handler/service returns the wrong status/response shape or fails to correctly toggle favorited/favoritesCount for the given slug, causing the 200 expectation to fail."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture,run_2,database_runtime_error,"GET /api/articles fails with a runtime NameError in repositories/data_store.py:get_articles due to referencing an undefined variable 'slug', causing the handler to crash and return 500 for all article listing/filtering requests."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture-postgres,run_2,database_runtime_error,"PUT /api/articles triggers an asyncpg IndeterminateDatatypeError due to constructing an UPDATE query with untyped/NULL parameters (e.g., using $1::? or COALESCE with None) so Postgres cannot infer the parameter type. This is a runtime DB driver/type-binding failure in asyncpg parameterization rather than an auth or spec-level logic issue."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture-postgres-sqlalchemy,run_1,state_propagation_failure,"Many handlers assume required path params (e.g., comment id, article slug) are present and valid, but downstream requests are hitting routes with 'null' identifiers (e.g., /api/articles/null, comment id 'null'), causing int() parsing failures and 422s. This indicates earlier create/list responses are not correctly generating/returning or propagating the created resource identifiers (slug/id), leading to cascading failures across dependent endpoints."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture-sqlite,run_1,incorrect_query_logic,"The /api/articles?favorited=<username> handler builds a SQL query that references a non-existent column alias (fu.username) in SQLite, indicating the favorited-by-username join/filter is written incorrectly. Auth and routing work; the 500s are caused by the malformed query logic."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture-sqlite-sqlalchemy,run_0,database_runtime_error,"The 500s are caused by SQLAlchemy async runtime misuse: the stack trace shows `sqlalchemy.exc.MissingGreenlet`, meaning DB I/O (often via sync engine/session usage or lazy-loading) is being triggered outside the required async greenlet context, crashing feed/profile/follow handlers at execution time."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture-sqlite-sqlalchemy,run_1,database_runtime_error,"The primary failure is SQLAlchemy session/ORM misuse: handlers/repositories access lazy-loaded relationships (e.g., follower.following) after the instance is detached from its Session, triggering DetachedInstanceError and cascading 500s. This is a runtime ORM/session lifecycle problem (missing eager loading or incorrect session scoping), not an endpoint/query-spec mismatch."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-postgres,run_1,incorrect_query_logic,"The 500s are caused by malformed SQL generated in get_articles when applying the favorited-by-username filter: the count_query is constructed with broken dollar-quoting (""unterminated dollar-quoted string""), so asyncpg raises a PostgresSyntaxError. Auth and routing work; the failure is specifically incorrect query construction for that filter path."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-postgres,run_2,database_runtime_error,"Public endpoints like GET /api/articles crash with asyncpg InterfaceError 'cannot perform operation: another operation is in progress', which indicates incorrect asyncpg connection/pool lifecycle (reusing a connection concurrently or not awaiting/closing operations properly). This DB concurrency misuse is the upstream cause of the 500s, independent of the separate 401/422 issues."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-postgres-sqlalchemy,run_1,database_runtime_error,"The PUT /api/articles/:slug handler is triggering an unhandled SQLAlchemy async/session lifecycle error during the update+commit path, causing a 500 while other endpoints and queries work. This points to incorrect ORM runtime usage in that specific mutation flow (e.g., session/transaction handling or accessing ORM attributes after commit/rollback), not routing/auth/query semantics."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-postgres-sqlalchemy,run_2,database_runtime_error,"The primary failure is runtime DB errors from missing schema: SQLAlchemy/asyncpg raises UndefinedTableError (e.g., relation ""tags"" does not exist), indicating migrations/table creation were not executed before handling requests, causing widespread 500s across data-backed endpoints."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-sqlite,run_2,auth_misconfiguration,"The implementation’s auth handling does not match the RealWorld spec (e.g., token issuance/return and Authorization parsing), evidenced by authenticated responses returning an empty token and widespread failures on login/current-user and all auth-dependent endpoints. This upstream auth mismatch cascades into failures across articles/feed/favorites/profiles/comments that rely on correct user identity."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-sqlite-sqlalchemy,run_2,business_logic_defect,"The PUT /api/user handler is rejecting valid update payloads with a 422, which points to incorrect request validation/update semantics (e.g., treating optional fields as required or mishandling allowed fields) rather than routing, auth, or database runtime failures."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-unconstrained,run_1,incorrect_query_logic,"The failing tests are specifically for /api/articles filtering by author and favorited while the endpoints return 200, indicating the handlers run but apply the wrong filtering criteria (e.g., comparing against the wrong field like user_id vs username or not joining/consulting the favorites mapping correctly) rather than an auth, framework, or runtime DB issue."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-clean_architecture,run_0,incorrect_query_logic,"The failing tests are specifically for GET /api/articles?favorited=<username> returning 200 but not correctly filtering to only articles favorited by that user. Since auth succeeds and routes respond, the upstream issue is the repository/service query logic for the favorited filter (e.g., not joining/looking up the target user’s favorites set or applying the filter at all)."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-clean_architecture-postgres,run_2,auth_misconfiguration,"The upstream failure is in the authentication/password subsystem: registration crashes inside passlib/bcrypt (ValueError about passwords >72 bytes), preventing valid users/tokens from being created and causing cascading 401s on login and all auth-protected flows. The widespread 401/422s are downstream effects of broken credential handling rather than missing routes or query logic."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-clean_architecture-sqlite-sqlalchemy,run_0,state_propagation_failure,"Article creation returns an invalid/null slug, so subsequent operations use /api/articles/null and FastAPI rejects the path parameter with 422. The upstream defect is that the slug is not being generated/persisted and returned correctly from the create-article flow, causing cascading failures across get/update/favorite/comment endpoints."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-clean_architecture-sqlite-sqlalchemy,run_1,auth_misconfiguration,"The upstream failure is broken auth/credential handling: registration crashes in passlib/bcrypt (72-byte limit) preventing user creation and token issuance, and subsequent requests consistently return 401 due to invalid/missing tokens. The later 500s/422s are cascading effects of not being able to authenticate and establish valid user state."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-clean_architecture-sqlite-sqlalchemy,run_2,auth_misconfiguration,"Only the follow/unfollow profile endpoints consistently return 401 while other authenticated endpoints (e.g., /api/user, article favorite) succeed, indicating those routes are wired to the wrong/missing auth dependency or parse a different Authorization header format than the rest of the app."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-postgres,run_0,auth_misconfiguration,"Public GET endpoints are incorrectly protected by the auth dependency/middleware (e.g., a global dependency or required APIKeyHeader), causing 401 responses where the spec expects anonymous access. This upstream permission configuration error cascades to all unauthenticated article/comment listing tests."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-postgres-sqlalchemy,run_0,database_runtime_error,"The primary failure is a runtime SQLAlchemy misuse: endpoints call db.query(Article) where Article is a Pydantic schema (schemas.Article) instead of a SQLAlchemy model, triggering sqlalchemy.exc.ArgumentError and causing widespread 500s. The 422s on auth endpoints are secondary request-schema mismatches, but the upstream root cause of the systemic failures is the ORM runtime error."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-sqlite-sqlalchemy,run_0,auth_misconfiguration,"Authenticated endpoints consistently return 401 even after successful login/register, indicating the server is not accepting the test suite’s Authorization header/token format (e.g., expecting a different scheme or parsing the header incorrectly). The subsequent /api/articles/null 422s are a cascade from failing to create an article due to the auth failure, not the primary issue."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-sqlite-sqlalchemy,run_2,incorrect_query_logic,"The feed endpoint builds an invalid SQLAlchemy filter by dereferencing a relationship attribute (DBArticle.author.username) without joining/using the related User model, causing an AttributeError and 500s. Auth and routing work; the failure is in the query construction for the feed."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-clean_architecture-postgres,run_1,incorrect_query_logic,"Multiple failures are concentrated in GET /articles listing variants (all, by author, by tag, favorited, with/without auth) while core CRUD works, pointing to broken filtering/pagination and/or incorrect joins/subqueries for author/tag/favorited and favorited/following flags rather than routing, auth, or DB runtime crashes."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-clean_architecture-sqlite,run_1,state_propagation_failure,"Updating an article appears to regenerate or otherwise change the slug, but the updated slug is not reliably returned/used and subsequent operations still target the old slug, leading to cascading ""Article not found"" on favorite/delete/comment. Similarly, the user update response drops required fields (email/username), indicating updated state isn’t being fully propagated back in responses."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-clean_architecture-sqlite-sequelize,run_1,incorrect_query_logic,"The failing cases center on tag filtering and favorited-by username article listing returning incorrect results, which points to broken Sequelize query construction/associations (joins/where clauses) rather than missing routes or auth. The 422s on favorite/follow are likely downstream of the same data-layer lookup/association logic (e.g., failing to find target article/profile due to incorrect query/identifier handling), causing validation-style errors."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-clean_architecture-sqlite-sequelize,run_2,incorrect_query_logic,"The favorite/unfavorite flow fails with ""Article not found"" even though the slug is returned by /api/articles, indicating the slug lookup query (or its include/association constraints) is incorrectly filtering out existing rows. The repeated 422s on tag and favorited-by filters further point to broken Sequelize query/association logic rather than auth or runtime DB crashes."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-postgres,run_1,incorrect_query_logic,"All article-related GET endpoints fail with a Postgres bind error (""bind message supplies 3 parameters, but prepared statement requires 1""), indicating the SQL is being constructed/executed with a mismatched number of placeholders vs. provided parameters (e.g., reusing a prepared statement name or building dynamic WHERE clauses incorrectly). Auth and routing work, but the query parameterization logic is wrong and causes 422s."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-postgres-sequelize,run_0,database_runtime_error,"GET /api/articles/feed fails with a runtime ReferenceError (""Follow is not defined""), indicating the code is using a missing/undefined Sequelize model/association for follows when building the feed query, causing a 500 despite routes and auth working."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-sqlite,run_0,incorrect_query_logic,"The /api/articles/feed handler is executing the wrong retrieval logic: it returns a 404-style ""Article not found"" error payload when the feed should return an empty list, indicating the feed SQL/query path is incorrectly written/filtered. The repeated 422s for ""articles by author"" further point to broken query/parameter handling for author filtering rather than routing, auth, or DB runtime failures."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-sqlite,run_1,incorrect_query_logic,"The article listing/feed handlers build response objects without including the article id, yet later run tag lookups using `article.id`, causing undefined/invalid tag queries and triggering the generic 422 error path (and other list variants likely have similar mapping/query mistakes like hardcoded `following: true`). This is upstream of the observed wrong feed behavior and widespread list assertion failures."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-sqlite,run_2,incorrect_query_logic,"The failing endpoints execute SQL that filters on `u.username` without joining the users table (alias `u`), producing SQLite runtime errors (`no such column: u.username`) and resulting 422 responses for author-filtered article queries."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-sqlite-sequelize,run_0,state_propagation_failure,"Article creation fails with a notNull violation because the slug is never generated/set during create, so the primary identifier needed for subsequent slug-based routes is missing. This upstream failure prevents articles from being created and cascades into 404s for get/update/favorite/comment operations that depend on the slug."
mini_swe_sdk,qwen3-coder-next,node,express-openapi-sqlite-sequelize,run_2,database_runtime_error,"Requests crash due to a SequelizeEagerLoadingError (""Tag is not associated to ArticleTag!"") triggered by invalid/missing model associations used in eager-loading includes. This is a runtime ORM configuration/association error that terminates the process and cascades into widespread endpoint failures."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture,run_0,framework_idiosyncrasy,"Fastify is rejecting requests with `Content-Type: application/json` but an empty body, throwing `FST_ERR_CTP_EMPTY_JSON_BODY` and causing 400/422-style failures on endpoints like feed/listing that tests call without a body. This framework-specific content-type parsing behavior is the upstream cause of the widespread mismatches, independent of the underlying article query logic."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture,run_1,auth_misconfiguration,"Protected endpoints intermittently return 401 ""Invalid token"" because authentication is implemented via an in-memory token lookup (findByToken) rather than a verifiable/persisted token mechanism, so tokens are not reliably recognized across requests/server lifecycle. This upstream auth failure cascades into article update/favorite/unfavorite and favorited-filter flows failing."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture,run_2,auth_misconfiguration,"The dominant failure pattern is widespread 401s on endpoints that should succeed with a valid Authorization header, indicating the auth middleware/token parsing/validation is misconfigured (e.g., wrong header scheme or verification), which then cascades into downstream 404/500 behaviors when authenticated state is missing."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-postgres,run_0,auth_misconfiguration,"The 422s stem from handlers expecting an authenticated user but receiving none (e.g., ""Cannot read properties of undefined (reading 'id')"" when accessing req.user.id), indicating the auth middleware is not correctly parsing/validating the Authorization header or not attaching the user to the request. This upstream auth context failure then causes null slugs/ids and cascading 422s on dependent endpoints (follow/comment/favorite)."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-postgres,run_1,framework_idiosyncrasy,"Fastify rejects requests with an empty JSON body by default (FST_ERR_CTP_EMPTY_JSON_BODY). The RealWorld favorite/unfavorite endpoints are POST/DELETE with no body, so Fastify returns 400 even though the route exists and auth may be fine, causing all Favorite Article POST tests to fail."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-postgres,run_2,auth_misconfiguration,"A global Fastify preHandler auth hook is enforcing authentication on endpoints that should be public (e.g., GET /api/articles with filters and GET /api/articles/:slug/comments), leading to widespread 401s and cascading 422/400 failures. The upstream issue is incorrect route-guard/auth middleware scoping rather than query or business logic."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-postgres-sequelize,run_0,incorrect_query_logic,"Most failures are 422/400 on list/feed/profile/follow/favorite flows, indicating request/query handling is rejecting valid filter parameters or building the wrong Sequelize queries. The empty `author` object despite correct `author_id` in Postgres strongly suggests the Article->User association is not being correctly included/serialized (e.g., wrong include alias/attributes), which is a data retrieval/query construction issue rather than auth or runtime DB crashes."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-postgres-sequelize,run_1,incorrect_query_logic,"Slug-based article endpoints are executing a query path that treats the :slug route param as an integer (Postgres ""invalid input syntax for type integer""), so lookups/favorite/comment operations fail despite routes existing. This indicates the handler/service is ultimately querying by numeric id (or casting the param) instead of using the slug column for these endpoints."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-sqlite,run_0,incorrect_query_logic,"After successfully favoriting an article (favoritesCount increments and the favorite filter returns the article), the articles list still returns the same article with isFavorited=0/favorited=false, indicating the list/query that computes per-user favorited state is missing/incorrectly joining against the favorites table or not parameterizing by the current user."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-sqlite,run_1,business_logic_defect,"The API responds but violates RealWorld semantics: favoriting increments favoritesCount yet returns favorited:false for the authenticated user, and favorite/unfavorite endpoints return incorrect status codes (400/422) despite routes existing. This indicates the core domain logic/response shaping (favorited flag, counts, and error/status handling) is implemented incorrectly rather than an auth, DB runtime, or routing issue."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-sqlite,run_2,auth_misconfiguration,"Public endpoints like GET /api/articles with tag/author/favorited filters are incorrectly protected by the auth hook, causing 401s where the spec expects 200; this upstream auth enforcement error cascades into many core article-list test failures, outweighing the separate comment repository crash."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_0,auth_misconfiguration,"Authenticated article actions (favorite/unfavorite, update) incorrectly reject a valid `Authorization: Token <token>` header as missing, indicating the auth header parsing/middleware is misconfigured on those routes. This upstream auth failure cascades into many 401/400/422 results across article-related endpoints."
mini_swe_sdk,qwen3-coder-next,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_2,framework_idiosyncrasy,"Fastify rejects requests with an empty JSON body by default (FST_ERR_CTP_EMPTY_JSON_BODY), which commonly breaks Conduit’s favorite/unfavorite and follow/unfollow endpoints that send an empty body, causing 400/422 responses even though routes exist. The tag/favorited listing failures are likely downstream of favorites not being created due to these rejected requests."
