agent,model,runtime,task,run_id,category,reasoning
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-postgres,run_2,logic_error,"The server starts and the favorite/unfavorite endpoints exist, but POST /api/articles/:slug/favorite returns 400 because Fastify rejects an empty JSON body when the client sends Content-Type: application/json with no payload. This is a behavioral/handler configuration issue (should accept empty body or adjust content-type parsing), causing downstream favorited-by filtering tests to fail."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-postgres-sequelize,run_0,logic_error,"The server starts and endpoints exist, but favoriting an article fails because Fastify rejects the request with `FST_ERR_CTP_EMPTY_JSON_BODY` (tests send `Content-Type: application/json` with an empty body). The implementation incorrectly requires/parses a JSON body for the favorite endpoint, causing 400s and cascading failures for favorited-article listing behavior."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-postgres-sequelize,run_1,logic_error,"The server starts and the relevant endpoints exist, but favoriting fails because Fastify rejects an empty JSON body on POST /articles/:slug/favorite (tests send Content-Type: application/json with no body). Additionally, the favorited=username query likely returns incorrect results despite 200 responses, indicating broken favorited-filter logic rather than missing routes or schema issues."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-postgres-sequelize,run_2,logic_error,"Server starts and endpoints exist, but favoriting fails because the POST /articles/:slug/favorite handler (or Fastify config) incorrectly requires a JSON body; tests send an empty body with application/json, triggering Fastify's FST_ERR_CTP_EMPTY_JSON_BODY 400. The favorited-by-username article listing then returns incorrect results due to the favorite action not being applied, indicating broken favorite/filter logic rather than missing routes or schema shape."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-sqlite,run_0,server_startup_failure,"All tests failed and the server log shows `sh: 1: ./run.sh: not found`, indicating the harness could not start the server due to a missing/incorrect entry script or path. Even if the code works when run manually, the required startup command failed so the API was unreachable during testing."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-sqlite,run_1,logic_error,"The server starts and endpoints exist, but key behaviors are incorrect: favoriting via POST fails with 400 because the implementation requires a non-empty JSON body (RealWorld favorite endpoints send no body), and update article returns 422 indicating validation/authorization/state logic issues. Favorited-by-username queries return 200 but fail assertions, implying incorrect filtering or favorited flags/counts rather than missing routes or schema absence."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-sqlite,run_2,logic_error,"The server starts and the favorite endpoints exist, but POST /api/articles/:slug/favorite returns 400 because Fastify rejects an empty JSON body when Content-Type is application/json. The tests likely send an empty body for favorite/unfavorite and expect 200, so the implementation needs to accept empty bodies (or adjust content-type parsing) and ensure favorited filtering works as expected."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_0,logic_error,"The server starts and endpoints exist, but favoriting fails when the client sends an empty JSON body with Content-Type: application/json; Fastify rejects this with FST_ERR_CTP_EMPTY_JSON_BODY (400). This indicates the favorite route (or global JSON parser settings) incorrectly requires/attempts to parse a body for POST /articles/:slug/favorite, causing downstream favorited-by filtering tests to fail."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_1,logic_error,"The server starts and endpoints exist, but favoriting fails because Fastify rejects an empty JSON body (400 FST_ERR_CTP_EMPTY_JSON_BODY) on POST /api/articles/:slug/favorite, indicating the handler/parsing setup incorrectly requires a request body for an endpoint that should accept none; the favorited-by query tests also fail due to incorrect favorite filtering behavior."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-clean_architecture-sqlite-sequelize,run_2,logic_error,"The server starts and endpoints exist, but favoriting fails because Fastify rejects empty JSON bodies (400 FST_ERR_CTP_EMPTY_JSON_BODY) on POST /articles/:slug/favorite, indicating incorrect request parsing/config for endpoints that should accept no body. Additional failing tests around registration and favorited-by-username suggest behavioral issues in auth/filters rather than missing routes or schema-only mismatches."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-postgres,run_0,logic_error,"The server starts and endpoints exist, but favoriting fails under the test harness because Fastify rejects empty JSON bodies (400 FST_ERR_CTP_EMPTY_JSON_BODY) on POST /articles/:slug/favorite, and the favorited query filtering likely returns incorrect results despite 200 responses. This indicates incorrect request parsing/handling and/or favorited-filter logic rather than missing routes or schema shape issues."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-postgres,run_1,logic_error,"The server starts and endpoints exist, but POST /api/articles/:slug/favorite returns 400 because Fastify rejects an empty JSON body when Content-Type is application/json; this breaks favoriting and cascades into incorrect favorited filtering results for GET /api/articles?favorited=... tests."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-postgres,run_2,logic_error,"The server starts and the favorite/unfavorite endpoints exist, but POST /articles/:slug/favorite returns 400 because Fastify rejects an empty JSON body when the client sets Content-Type: application/json. This indicates incorrect request parsing/configuration for endpoints that should accept no body, causing favoriting and favorited-filter tests to fail despite otherwise valid routes."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-postgres-sequelize,run_0,logic_error,"The server starts and endpoints exist, but key behaviors are incorrect: favoriting fails with Fastify rejecting empty JSON bodies (POST /favorite should accept no body), and multiple article listing tests (by author/tag/favorited) fail despite 200 responses, indicating broken filtering/favorited logic rather than missing routes or schema-only issues."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-postgres-sequelize,run_1,logic_error,"The server starts and routes exist, but many article/comment GETs return 500 due to incorrect Sequelize association setup/usage (EagerLoadingError: multiple User↔Article associations without proper `as` aliases, and mismatched alias when including Comment author). This is a behavioral/ORM-logic bug rather than missing endpoints or schema formatting."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-postgres-sequelize,run_2,server_startup_failure,"The evaluation environment cannot start the server because `run.sh` does `cd /root` where no `package.json` exists, leading to `npm install` ENOENT and then `node` failing with `Cannot find module '/root/src/index.js'`. This prevents all API tests from reaching any endpoints."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite,run_0,logic_error,"The server starts and most endpoints respond, but key behaviors are incorrect: favoriting fails with 400 because Fastify rejects an empty JSON body on POST /favorite (tests send Content-Type: application/json with no body), and Articles-by-Tag requests return 500, indicating broken tag filtering/query logic rather than missing routes or schema-only mismatches."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite,run_1,logic_error,"The server starts and endpoints exist, but the favorite POST fails with Fastify's empty JSON body parser error (400) because the implementation requires/assumes a JSON body when the spec sends none. Additionally, the `favorited` query behavior for listing articles appears incorrect (tests for ""Articles Favorited by Username"" fail despite 200 responses), indicating broken filtering logic rather than missing routes or schema shape."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite,run_2,logic_error,"The server starts and endpoints exist, but POST /api/articles/:slug/favorite returns 400 because Fastify rejects an empty JSON body when Content-Type is application/json; this indicates incorrect request parsing/configuration for bodyless favorite requests. The favorited-by filter endpoints return 200 but fail assertions, implying the favorited filtering logic (and/or returned favorited state) is incorrect even though the response schema is present."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite-sequelize,run_0,logic_error,"The server starts and endpoints exist, but favoriting fails because Fastify rejects an empty JSON body on POST /articles/:slug/favorite (tests send Content-Type: application/json with no body), causing 400s. The favorited-by-username article listing also returns 200 but likely doesn’t apply the required favorited filter correctly, indicating incorrect endpoint behavior rather than missing routes or schema."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite-sequelize,run_1,logic_error,"The server starts and the favorite endpoints exist, but POST /api/articles/:slug/favorite incorrectly requires a non-empty JSON body; the RealWorld spec sends an empty body, causing Fastify to throw FST_ERR_CTP_EMPTY_JSON_BODY and return 400. The favorited-by-username article listing also returns 200 but fails assertions, indicating incorrect favorited filtering/serialization logic rather than missing routes or startup issues."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-sqlite-sequelize,run_2,logic_error,"The server starts and most endpoints respond, but key behaviors are incorrect: favoriting fails with a 400 due to Fastify rejecting an empty JSON body (tests likely send Content-Type: application/json with no body), and tag-based article queries return 500, indicating broken query/association logic for tag filtering rather than missing routes or startup issues."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-unconstrained,run_0,logic_error,"The server starts and endpoints respond, but key behaviors are incorrect: favoriting/following POSTs fail when the client sends an empty JSON body with Content-Type (Fastify rejects it with FST_ERR_CTP_EMPTY_JSON_BODY), and article listing filters like `author`/`favorited` are returning 200 but not matching expected results (tests for articles by author and favorited-by-username fail)."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-unconstrained,run_1,logic_error,"The server starts and endpoints exist (200s for many routes), but favoriting fails because the POST /articles/:slug/favorite handler (or Fastify config) incorrectly requires a JSON body; the RealWorld spec sends an empty body, triggering Fastify's FST_ERR_CTP_EMPTY_JSON_BODY 400. The favorited-by-username listing tests also fail despite 200 responses, indicating incorrect favorited filtering logic rather than missing routes or schema-only issues."
mini_swe_sdk,minimax-m2.5,node,fastify-openapi-unconstrained,run_2,logic_error,"The server starts and the favorite endpoint exists, but POST /api/articles/:slug/favorite returns 400 because Fastify rejects an empty JSON body when Content-Type is application/json. The implementation didn’t configure Fastify to accept empty JSON bodies (or the route to ignore body parsing), causing incorrect behavior for a bodyless favorite request."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture,run_1,logic_error,"The server starts and the API surface appears implemented, but the Favorite Article POST test expecting a 200 fails, indicating the endpoint exists yet behaves incorrectly (e.g., auth handling, slug lookup, or favoritesCount/favorited state mutation not matching spec)."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture,run_2,logic_error,"The server starts and routes are present, but GET /api/articles consistently returns 500 due to a runtime NameError in repositories/data_store.py:get_articles where an undefined variable 'slug' is referenced, breaking article listing/filtering logic."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture-postgres,run_2,logic_error,"The server starts and most endpoints work, but the PUT /api/articles update path crashes with an asyncpg IndeterminateDatatypeError (""could not determine data type of parameter $1""), indicating a bug in the SQL/query parameter construction for article updates rather than missing routes or schema/format issues."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture-postgres-sqlalchemy,run_1,logic_error,"The server starts and endpoints exist, but many requests return 422 and runtime errors occur during request handling (e.g., attempting to parse a path param 'id' as int when it is 'null'), indicating incorrect request parsing/validation and route logic rather than missing endpoints or startup issues."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture-postgres-sqlalchemy,run_2,server_startup_failure,"The server never successfully starts under the test harness: the server log shows `python3: can't open file '//main.py'`, indicating the entry point/path is wrong or missing, so all API requests fail at connection/startup rather than due to endpoint logic."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture-sqlite,run_1,logic_error,"The server starts and endpoints exist, but the GET /api/articles?favorited=<username> path triggers a SQLite query referencing a non-existent column (fu.username), causing 500s. This is a bug in the favorited-by-username filtering logic/SQL join rather than missing endpoints or response schema formatting."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture-sqlite-sqlalchemy,run_0,logic_error,"The server starts and routes exist, but key endpoints consistently return 500 due to a SQLAlchemy async misuse: `sqlalchemy.exc.MissingGreenlet` indicates synchronous DB access (or lazy-loading) is being triggered in an async context without `greenlet_spawn`, causing runtime failures in feed/profile/follow operations."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-clean_architecture-sqlite-sqlalchemy,run_1,logic_error,"The server starts and routes exist, but many requests return 500/422 due to incorrect runtime behavior. Logs show SQLAlchemy DetachedInstanceError from accessing lazy-loaded relationships (e.g., follower.following) outside an active session, indicating broken session/ORM handling rather than missing endpoints or schema formatting."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-postgres,run_0,server_startup_failure,"All API tests failed and the server log shows `python3: can't open file '//main.py'`, indicating the evaluation runner couldn't start the server due to an incorrect entry point/working directory path (main.py not found at runtime), so requests never reached the API."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-postgres,run_1,logic_error,"The server starts and most endpoints work, but the failing tests hit GET /api/articles with a favorited-by-username filter that triggers a PostgresSyntaxError (unterminated dollar-quoted string) in server.py:get_articles when building/executing the count_query. This is a query-construction bug specific to the favorited filter path, causing 500s rather than missing routes or schema mismatches."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-postgres,run_2,logic_error,"The server starts and routes exist, but core request handling is broken: auth-protected endpoints return 401 and public endpoints like GET /api/articles crash with asyncpg ""another operation is in progress"", indicating incorrect async DB usage/connection lifecycle. Additionally, register/login returning 422 suggests request validation/parsing logic doesn’t match the expected schema."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-postgres-sqlalchemy,run_0,server_startup_failure,"The server is being launched with `python3 /root/main.py`, but the log shows that file does not exist (""can't open file '/root/main.py'""). With the entry point missing/wrong path, the API cannot start, which explains the broad test failures."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-postgres-sqlalchemy,run_1,logic_error,"The server starts and most endpoints work, but the Update Article PUT endpoint consistently returns 500, indicating a runtime bug in the update-article handler (e.g., ORM update/commit, slug handling, or request parsing) rather than missing routes or response-shape mismatches."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-postgres-sqlalchemy,run_2,logic_error,"The server starts, but many requests fail with 500s due to runtime database logic issues—e.g., SQLAlchemy raises UndefinedTableError because required tables like ""tags"" were never created/migrated. Additionally, multiple 422s indicate request validation/parsing logic doesn’t match the expected API contract."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-sqlite,run_2,logic_error,"The server starts and basic manual checks pass, but the official test suite reports widespread failures across auth, users, articles, profiles, comments, and tags—indicating the API behavior (e.g., auth token handling, required fields, filtering/feed/favorites semantics, status codes) does not match the expected RealWorld spec even though endpoints exist."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-sqlite-sqlalchemy,run_2,logic_error,"The server starts and most endpoints work, but the Update User PUT endpoint returns 422 in tests, indicating request validation/business logic rejects valid update payloads (e.g., handling of optional fields like email/username/password or token regeneration) rather than missing routes or startup issues."
mini_swe_sdk,minimax-m2.5,uv,aiohttp-openapi-unconstrained,run_1,logic_error,"The server starts and the relevant endpoints exist and return 200, but the article list filtering by `author` and `favorited` is behaving incorrectly (tests for those queries all fail). This points to broken query/filter logic (e.g., not applying filters, using wrong field like user id vs username, or mishandling favorites), not missing routes or startup issues."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-clean_architecture,run_0,logic_error,"The server starts and the relevant endpoints return 200, but the specific behavior for filtering articles by the `favorited` username is incorrect (tests for “Articles Favorited by Username” fail both with and without auth). This points to broken favorite-query logic (e.g., not actually filtering by the target user’s favorites or mishandling auth-dependent `favorited`/`following` flags) rather than missing routes or response schema."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-clean_architecture-postgres,run_2,logic_error,"The server starts and routes exist (many return 200/401/422 rather than connection errors/404), but core behaviors are wrong: registration hits a bcrypt ValueError (password >72 bytes) causing 500s, and auth-dependent flows return 401s, indicating broken password handling/token/auth logic rather than missing endpoints or schema-only mismatches."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-clean_architecture-postgres-sqlalchemy,run_1,incomplete_implementation,"The server starts and most article/profile/tag routes respond, but critical user endpoints like GET/PUT /api/user return 404 in both tests and logs, indicating required routes were not actually registered/implemented despite the agent claiming completion."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-clean_architecture-sqlite-sqlalchemy,run_0,logic_error,"The server starts and most endpoints exist (many 200s), but article-related operations fail because the created article slug is coming back as null/invalid, leading subsequent requests to hit /api/articles/null and return 422. This indicates broken state/slug generation or persistence logic rather than missing routes or startup issues."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-clean_architecture-sqlite-sqlalchemy,run_1,logic_error,"The server starts and routes exist, but core behaviors are broken: registration triggers a passlib/bcrypt ValueError (password length >72 bytes) causing 500s, and authentication/token handling fails leading to widespread 401s. Several endpoints also return 422 for path params (e.g., slug/profile), indicating incorrect request/validation logic rather than missing endpoints or startup issues."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-clean_architecture-sqlite-sqlalchemy,run_2,logic_error,"The server starts and most endpoints work (200/201 in logs), but follow/unfollow consistently return 401 Unauthorized, indicating broken auth/authorization handling for those routes (e.g., token parsing/required dependency not applied correctly) rather than missing endpoints or schema issues."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-postgres,run_0,logic_error,"The server starts and the endpoints exist, but public GET endpoints like /api/articles and /api/articles/:slug/comments incorrectly require authentication, returning 401 where the spec/tests expect 200 without login. This indicates broken auth/permission logic rather than missing routes or schema issues."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-postgres,run_1,server_startup_failure,"The server is invoked as `python /root/main.py` (per run.sh), but the log shows `python: can't open file '/root/main.py'`, meaning the entrypoint file is missing/misplaced. As a result, the API never starts in the test environment and all endpoint tests fail due to connection/startup failure rather than endpoint logic."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-postgres-sqlalchemy,run_0,logic_error,"The server starts and routes exist, but requests fail due to incorrect runtime behavior: SQLAlchemy is being queried with a Pydantic schema class (e.g., db.query(Article) where Article is schemas.Article), causing 500s. Additionally, auth/register endpoints return 422, indicating request body validation mismatches with the expected API schema."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-sqlite,run_2,schema_format_error,"The server starts and routes exist (many GETs return 200), but core requests like register/login return 422 Unprocessable Entity, indicating the API is rejecting the test payloads due to mismatched Pydantic request/response schemas (wrong field names/nesting such as missing expected wrappers). This schema mismatch also leads to downstream auth failures (401) because login/register never succeed."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-sqlite-sqlalchemy,run_0,logic_error,"The server starts and most routes exist (200/201 responses in logs), but authenticated flows consistently return 401 and downstream requests use a null slug (422), indicating broken auth/token handling and state propagation rather than missing endpoints or startup issues."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-sqlite-sqlalchemy,run_2,logic_error,"The server starts and most endpoints return 200, but the feed endpoint crashes with an AttributeError due to an incorrect SQLAlchemy query: it tries to access DBArticle.author.username on a relationship attribute that doesn’t expose username that way (missing join/incorrect relationship mapping). This is a behavioral/query logic bug causing 500s on GET feed."
mini_swe_sdk,minimax-m2.5,uv,fastapi-openapi-unconstrained,run_1,schema_format_error,"The server starts and routes exist, but many requests return 422 Unprocessable Entity (e.g., register/login/create article/comment) indicating FastAPI/Pydantic validation is rejecting the request bodies—most likely because the implemented request/response schemas don’t match the RealWorld spec’s required JSON wrapping (e.g., expecting flat fields instead of {""user"": {...}}, {""article"": {...}}), leading to widespread schema/format mismatches."
